what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1297012215944
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1297012215945
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1297012215946
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1297012215946
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1297012215948
os,sysinfo,,,"win32",1297012215954
arch,sysinfo,,,"x86_64",1297012215954
ws,sysinfo,,,"win32",1297012215954
locale,sysinfo,,,"en_US",1297012215954
processors,sysinfo,,,"4",1297012215954
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1297012215954
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1297012215954
java.specification.name,sysinfo,,,"Java Platform API Specification",1297012215954
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297012215954
java.specification.version,sysinfo,,,"1.6",1297012215954
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1297012215954
java.version,sysinfo,,,"1.6.0_23",1297012215954
java.vm.info,sysinfo,,,"mixed mode",1297012215954
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1297012215954
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1297012215954
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297012215954
java.vm.specification.version,sysinfo,,,"1.0",1297012215954
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1297012215954
java.vm.version,sysinfo,,,"19.0-b09",1297012215954
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297012224906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297012234191
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1297012234242
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1297012234263
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1297012234285
opened,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1297012234566
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1297012234633
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1297012234635
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1297012234635
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1297012234876
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1297012236766
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1297012237874
